data_fim;empresa;observado;previsto;diff
2016-02-15;Ipsos;5.0;6.2;-1.2
2016-02-15;MDA;11.0;9.1;1.9
2016-02-25;Datafolha;11.0;10.2;0.8
2016-03-15;Ipsos;5.0;6.9;-1.9
2016-03-20;Ibope;10.0;10.4;-0.4
2016-04-08;Datafolha;13.0;10.2;2.8
2016-04-14;Paraná;6.0;9.5;-3.5
2016-04-15;Ipsos;6.0;7.0;-1.0
2016-05-14;Paraná;9.0;9.7;-0.7
2016-05-15;Ipsos;9.0;6.9;2.1
2016-05-18;Datafolha;10.0;10.0;0.0
2016-06-05;MDA;11.3;23.9;-12.6
2016-06-08;Ibope;13.0;16.5;-3.5
2016-06-13;Paraná;6.0;17.5;-11.5
2016-06-15;Ipsos;6.0;11.0;-5.0
2016-07-15;Datafolha;14.0;14.0;0.0
2016-07-15;Ipsos;7.0;9.5;-2.5
2016-08-15;Ipsos;8.0;9.5;-1.5
2016-09-15;Ipsos;8.0;8.5;-0.5
2016-10-15;Ipsos;9.0;9.1;-0.1
2016-10-15;MDA;15.0;13.1;1.9
2016-11-15;Ipsos;7.0;8.1;-1.1
2016-12-08;Datafolha;10.0;11.3;-1.3
2016-12-08;Ibope;13.0;11.5;1.5
2016-12-09;Datafolha;10.0;11.3;-1.3
2016-12-15;Ipsos;8.0;7.6;0.4
2017-01-15;Ipsos;6.0;7.3;-1.3
2017-02-15;Ipsos;7.0;6.9;0.1
2017-02-15;MDA;10.0;10.1;-0.1
2017-03-15;Ipsos;6.0;6.0;0.0
2017-03-19;Ibope;10.0;9.2;0.8
2017-04-15;Ipsos;4.0;5.0;-1.0
2017-04-27;Datafolha;9.0;7.6;1.4
2017-05-15;Ipsos;3.0;4.5;-1.5
2017-06-15;Ipsos;2.0;3.5;-1.5
2017-06-23;Datafolha;7.0;5.4;1.6
2017-07-15;Ipsos;2.0;3.4;-1.4
2017-07-16;Ibope;5.0;5.3;-0.3
2017-08-15;Ipsos;1.0;3.0;-2.0
2017-09-15;Ipsos;2.0;2.7;-0.7
2017-09-15;MDA;3.0;4.1;-1.1
2017-09-20;Ibope;3.0;4.3;-1.3
2017-09-28;Datafolha;5.0;4.2;0.8
2017-10-15;Ipsos;2.0;2.7;-0.7
2017-10-30;Datafolha;5.0;4.1;0.9
2017-11-15;Ipsos;1.0;2.5;-1.5
2017-12-10;Ibope;6.0;4.5;1.5
2017-12-15;Ipsos;2.0;2.9;-0.9
2018-01-15;Ipsos;2.0;2.8;-0.8
2018-01-30;Datafolha;6.0;4.4;1.6
2018-02-15;Ipsos;2.0;2.8;-0.8
2018-03-15;Ipsos;1.0;2.8;-1.8
2018-03-15;MDA;4.0;4.1;-0.1
2018-03-25;Ibope;5.0;4.3;0.7
2018-04-13;Datafolha;6.0;4.1;1.9
2018-04-15;Ipsos;1.0;2.7;-1.7
2018-05-01;Ipespe;5.0;4.1;0.9
2018-05-15;Ipsos;1.0;2.6;-1.6
2018-05-15;MDA;4.0;3.9;0.1
2018-06-01;Ipespe;4.0;4.2;-0.2
2018-06-07;Datafolha;3.0;4.0;-1.0
2018-06-15;Ipsos;2.0;2.6;-0.6
2018-07-01;Ipespe;5.0;4.3;0.7
2018-07-15;Ipsos;2.0;2.7;-0.7
2018-08-01;Ipespe;4.0;4.1;-0.1
2018-08-15;Ipsos;2.0;2.6;-0.6
2018-08-15;MDA;3.0;3.9;-0.9
2018-08-21;Datafolha;4.0;4.0;0.0
2018-09-03;Ibope;4.0;4.3;-0.3
2018-09-10;Ibope;3.0;4.3;-1.3
2018-09-15;Ipsos;1.0;2.8;-1.8
2018-09-15;MDA;3.0;4.1;-1.1
2018-09-18;Ibope;4.0;4.3;-0.3
2018-09-23;Ibope;4.0;4.3;-0.3
2018-09-24;Ibope;4.0;4.3;-0.3
2018-09-30;Ibope;4.0;4.3;-0.3
2018-11-01;Ipespe;8.0;5.5;2.5
2018-12-01;Ipespe;7.0;6.1;0.9
2018-12-19;Datafolha;7.0;6.0;1.0
2019-01-10;IDEIA;50.0;45.3;4.7
2019-01-15;Ipespe;40.0;44.8;-4.8
2019-01-21;IDEIA;51.0;45.5;5.5
2019-01-30;IDEIA;50.0;45.5;4.5
2019-01-30;Ibope;49.0;44.8;4.2
2019-02-07;IDEIA;44.0;41.1;2.9
