data_fim;empresa;observado;previsto;diff
1999-09-06;Vox Populi;8.0;12.0;-4.0
1999-09-15;Datafolha;13.0;13.9;-0.9
1999-09-16;Ibope;16.0;14.2;1.8
1999-10-10;Vox Populi;8.0;12.1;-4.1
1999-11-09;Vox Populi;11.0;12.9;-1.9
1999-11-16;Ibope;17.0;15.2;1.8
1999-12-14;Vox Populi;12.0;13.3;-1.3
1999-12-15;Datafolha;16.0;15.5;0.5
2000-01-18;Vox Populi;16.0;14.6;1.4
2000-02-16;Ibope;20.0;17.6;2.4
2000-02-21;Vox Populi;16.0;14.9;1.1
2000-03-15;Datafolha;18.0;19.0;-1.0
2000-03-20;Vox Populi;16.0;16.4;-0.4
2000-04-27;Vox Populi;14.0;16.4;-2.4
2000-05-16;Ibope;20.0;19.0;1.0
2000-05-23;Vox Populi;15.0;16.2;-1.2
2000-06-15;Datafolha;19.0;18.2;0.8
2000-06-26;Vox Populi;13.0;15.7;-2.7
2000-07-31;Vox Populi;19.0;16.2;2.8
2000-08-16;Ibope;20.0;20.6;-0.6
2000-09-08;Sensus;18.8;20.9;-2.1
2000-10-05;Sensus;23.4;22.6;0.8
2000-10-15;Datafolha;23.0;22.2;0.8
2000-11-09;Sensus;19.1;22.9;-3.8
2000-12-15;Datafolha;24.0;23.7;0.3
2000-12-15;Sensus;23.0;24.0;-1.0
2000-12-16;Ibope;25.0;24.0;1.0
2001-01-19;Sensus;25.4;25.1;0.3
2001-02-16;Sensus;26.2;25.8;0.4
2001-03-15;Datafolha;26.0;26.3;-0.3
2001-03-22;Sensus;33.3;26.8;6.5
2001-04-19;Sensus;29.7;24.6;5.1
2001-05-16;Ibope;26.0;23.4;2.6
2001-05-24;Sensus;22.1;23.4;-1.3
2001-06-15;Datafolha;19.0;21.0;-2.0
2001-06-18;Ibope;19.0;21.3;-2.3
2001-06-21;Sensus;17.7;21.4;-3.7
2001-07-26;Sensus;19.8;21.6;-1.8
2001-08-23;Sensus;21.7;23.1;-1.4
2001-09-15;Datafolha;22.0;21.6;0.4
2001-09-17;Ibope;22.0;22.0;0.0
2001-09-20;Sensus;21.7;22.0;-0.3
2001-10-31;Sensus;22.0;23.1;-1.1
2001-11-15;Datafolha;24.0;22.3;1.7
2001-12-01;Ibope;21.0;24.1;-3.1
2001-12-11;Sensus;22.9;24.2;-1.3
2001-12-15;Datafolha;24.0;23.7;0.3
2002-01-24;Sensus;26.7;25.9;0.8
2002-02-21;Datafolha;31.0;27.9;3.1
2002-02-21;Sensus;27.4;28.2;-0.8
2002-03-12;Datafolha;29.0;28.4;0.6
2002-03-18;Ibope;28.0;28.8;-0.8
2002-03-21;Sensus;28.1;28.9;-0.8
2002-04-09;Datafolha;28.0;26.8;1.2
2002-04-25;Sensus;25.6;27.1;-1.5
2002-05-14;Datafolha;27.0;27.6;-0.6
2002-05-16;Ibope;29.0;28.0;1.0
2002-05-23;Sensus;28.2;28.1;0.1
2002-06-07;Datafolha;31.0;29.0;2.0
2002-06-20;Sensus;29.8;29.4;0.4
2002-07-05;Datafolha;31.0;27.1;3.9
2002-07-15;Datafolha;25.0;27.1;-2.1
2002-07-23;Ibope;26.0;27.6;-1.6
2002-08-15;Sensus;27.6;26.4;1.2
2002-08-16;Datafolha;24.0;26.0;-2.0
2002-08-30;Datafolha;26.0;26.0;0.0
2002-09-09;Datafolha;26.0;24.8;1.2
2002-09-15;Sensus;25.2;25.2;0.0
2002-09-20;Datafolha;23.0;24.8;-1.8
2002-09-27;Datafolha;23.0;24.6;-1.6
2002-10-11;Datafolha;23.0;24.8;-1.8
2002-10-15;Sensus;24.3;25.2;-0.9
2002-10-18;Datafolha;26.0;24.8;1.2
2002-12-15;Datafolha;26.0;25.7;0.3
2003-01-23;Sensus;56.6;50.8;5.8
2003-03-08;Sensus;45.0;48.9;-3.9
2003-03-23;Ibope;51.0;48.8;2.2
2003-04-04;Ibope;48.0;46.0;2.0
2003-04-14;Datafolha;43.0;45.4;-2.4
2003-04-19;Sensus;47.7;46.0;1.7
2003-05-30;Sensus;51.6;47.1;4.5
2003-06-23;Ibope;43.0;44.3;-1.3
2003-06-25;Datafolha;42.0;43.7;-1.7
2003-07-11;Sensus;46.3;45.5;0.8
2003-08-22;Datafolha;45.0;45.3;-0.3
2003-08-22;Sensus;48.3;45.8;2.5
2003-09-22;Ibope;43.0;43.4;-0.4
2003-10-17;Sensus;41.6;42.0;-0.4
2003-10-29;Datafolha;42.0;41.4;0.6
2003-12-04;Sensus;41.0;40.8;0.2
2003-12-08;Ibope;41.0;40.8;0.2
2003-12-15;Datafolha;42.0;40.3;1.7
2004-02-06;Sensus;39.9;38.5;1.4
2004-03-01;Datafolha;38.0;34.4;3.6
2004-03-25;Ibope;34.0;34.9;-0.9
2004-03-26;Sensus;34.6;34.9;-0.3
2004-03-31;Ibope;28.0;35.0;-7.0
2004-05-09;Sensus;34.6;34.6;0.0
2004-06-17;Sensus;29.4;33.1;-3.7
2004-06-21;Ibope;29.0;33.1;-4.1
2004-08-04;Sensus;38.2;37.5;0.7
2004-08-19;Datafolha;35.0;37.0;-2.0
2004-09-14;Ibope;38.0;39.9;-1.9
2004-09-23;Sensus;41.3;39.9;1.4
2004-11-29;Ibope;41.0;41.0;0.0
2004-12-04;Sensus;44.5;41.5;3.0
2004-12-17;Datafolha;45.0;41.0;4.0
2005-02-15;Sensus;42.5;40.0;2.5
2005-04-14;Sensus;41.9;40.6;1.3
2005-05-14;Ibope;39.0;38.5;0.5
2005-05-27;Sensus;39.8;38.5;1.3
2005-06-01;Datafolha;35.0;36.4;-1.4
2005-06-06;Ibope;37.0;36.9;0.1
2005-06-13;Ibope;35.0;36.9;-1.9
2005-06-16;Datafolha;36.0;36.4;-0.4
2005-06-18;Ibope;36.0;36.8;-0.8
2005-07-07;Sensus;40.3;35.8;4.5
2005-07-21;Datafolha;35.0;35.3;-0.3
2005-08-10;Datafolha;31.0;31.9;-0.9
2005-08-17;Ibope;29.0;32.4;-3.4
2005-08-22;Ibope;29.0;32.4;-3.4
2005-09-08;Sensus;35.8;31.9;3.9
2005-09-12;Ibope;29.0;31.9;-2.9
2005-10-13;Ibope;30.0;30.8;-0.8
2005-10-21;Datafolha;28.0;30.6;-2.6
2005-11-17;Sensus;31.1;31.3;-0.2
2005-12-07;Ibope;29.0;30.3;-1.3
2005-12-14;Datafolha;28.0;29.9;-1.9
2006-01-16;Ibope;33.0;33.4;-0.4
2006-02-02;Datafolha;36.0;35.7;0.3
2006-02-09;Sensus;37.5;36.1;1.4
2006-02-21;Datafolha;37.0;35.7;1.3
2006-03-11;Ibope;38.0;37.3;0.7
2006-03-17;Datafolha;38.0;37.0;1.0
2006-04-06;Sensus;37.6;39.4;-1.8
2006-04-07;Datafolha;37.0;38.8;-1.8
2006-05-12;Ibope;38.0;38.7;-0.7
2006-05-21;Sensus;38.3;38.8;-0.5
2006-05-24;Datafolha;39.0;38.3;0.7
2006-06-07;Ibope;44.0;41.6;2.4
2006-07-06;Sensus;41.0;40.6;0.4
2006-07-18;Datafolha;38.0;40.2;-2.2
2006-07-24;Ibope;39.0;40.7;-1.7
2006-07-31;Ibope;40.0;40.5;-0.5
2006-08-04;Sensus;43.6;44.6;-1.0
2006-08-08;Datafolha;45.0;44.0;1.0
2006-08-09;Ibope;41.0;44.5;-3.5
2006-08-17;Ibope;41.0;44.5;-3.5
2006-08-22;Datafolha;52.0;44.0;8.0
2006-08-25;Ibope;44.0;44.6;-0.6
2006-08-29;Datafolha;48.0;44.0;4.0
2006-08-31;Ibope;43.0;44.6;-1.6
2006-09-05;Datafolha;48.0;45.9;2.1
2006-09-07;Ibope;46.0;46.4;-0.4
2006-09-11;Ibope;49.0;46.4;2.6
2006-09-12;Datafolha;46.0;45.9;0.1
2006-09-19;Datafolha;48.0;45.9;2.1
2006-09-20;Ibope;43.0;46.4;-3.4
2006-09-22;Datafolha;46.0;46.0;0.0
2006-09-22;Ibope;43.0;46.5;-3.5
2006-09-26;Ibope;44.0;46.4;-2.4
2006-09-27;Datafolha;47.0;45.9;1.1
2006-10-06;Datafolha;49.0;49.4;-0.4
2006-10-10;Datafolha;49.0;49.4;-0.4
2006-10-11;Ibope;45.0;49.9;-4.9
2006-10-17;Datafolha;51.0;49.4;1.6
2006-10-19;Ibope;50.0;49.8;0.2
2006-10-24;Datafolha;53.0;49.5;3.5
2006-10-25;Ibope;51.0;49.9;1.1
2006-12-10;Ibope;57.0;52.3;4.7
2006-12-13;Datafolha;52.0;51.7;0.3
2007-03-20;Datafolha;48.0;48.6;-0.6
2007-04-02;Ibope;49.0;47.6;1.4
2007-04-06;Sensus;49.5;47.7;1.8
2007-04-11;MDA;49.5;47.5;2.0
2007-06-22;Sensus;47.5;48.5;-1.0
2007-07-01;Ibope;50.0;47.7;2.3
2007-08-02;Datafolha;48.0;48.3;-0.3
2007-09-18;Ibope;48.0;49.4;-1.4
2007-10-12;Sensus;46.5;49.0;-2.5
2007-11-29;Datafolha;50.0;50.0;0.0
2007-12-05;Ibope;51.0;52.3;-1.3
2008-02-16;Sensus;52.7;54.5;-1.8
2008-03-12;Ibope;58.0;56.3;1.7
2008-03-23;Ibope;58.0;56.2;1.8
2008-03-27;Datafolha;55.0;55.7;-0.7
2008-04-25;Sensus;57.5;58.8;-1.3
2008-06-10;Ibope;58.0;60.4;-2.4
2008-06-23;Ibope;58.0;60.4;-2.4
2008-09-10;Ibope;69.0;66.8;2.2
2008-09-11;Datafolha;64.0;66.4;-2.4
2008-09-19;Sensus;68.8;67.0;1.8
2008-09-22;Ibope;69.0;66.9;2.1
2008-11-28;Datafolha;70.0;69.1;0.9
2008-12-08;Ibope;73.0;70.7;2.3
2008-12-12;Sensus;71.1;70.6;0.5
2008-12-15;Ibope;73.0;70.5;2.5
2009-01-30;Sensus;72.5;69.7;2.8
2009-03-10;Ibope;75.0;68.2;6.8
2009-03-15;Ibope;64.0;68.1;-4.1
2009-03-19;Datafolha;65.0;67.7;-2.7
2009-03-27;Sensus;62.4;68.3;-5.9
2009-04-18;Ibope;76.0;71.5;4.5
2009-05-28;Datafolha;69.0;70.9;-1.9
2009-05-29;Sensus;69.8;71.5;-1.7
2009-06-01;Ibope;68.0;73.5;-5.5
2009-06-03;Ibope;76.0;73.6;2.4
2009-06-21;Ibope;75.0;73.6;1.4
2009-06-30;Ibope;76.0;73.5;2.5
2009-07-29;Ibope;77.0;74.6;2.4
2009-08-13;Datafolha;67.0;74.0;-7.0
2009-08-15;Ibope;78.0;74.3;3.7
2009-08-26;Ibope;78.0;74.4;3.6
2009-09-02;Ibope;77.0;74.0;3.0
2009-09-04;Sensus;65.4;74.1;-8.7
2009-09-14;Ibope;69.0;74.1;-5.1
2009-09-16;Ibope;79.0;74.1;4.9
2009-09-23;Ibope;80.0;74.0;6.0
2009-09-27;Ibope;77.0;74.0;3.0
2009-11-20;Sensus;70.0;72.9;-2.9
2009-11-30;Ibope;72.0;72.7;-0.7
2009-12-18;Datafolha;72.0;72.3;-0.3
2010-01-29;Sensus;71.4;71.7;-0.3
2010-02-25;Datafolha;73.0;73.0;0.0
2010-03-26;Datafolha;76.0;74.2;1.8
2010-04-16;Datafolha;73.0;74.7;-1.7
2010-05-14;Sensus;76.1;77.1;-1.0
2010-05-21;Datafolha;76.0;76.7;-0.7
2010-07-01;Datafolha;78.0;76.4;1.6
2010-07-23;Datafolha;77.0;76.4;0.6
2010-08-02;Sensus;77.5;78.3;-0.8
2010-08-12;Datafolha;77.0;77.9;-0.9
2010-08-24;Datafolha;79.0;77.9;1.1
2010-09-09;Datafolha;77.0;77.9;-0.9
2010-09-12;Sensus;78.4;78.3;0.1
2010-09-15;Datafolha;78.0;77.9;0.1
2010-09-22;Datafolha;78.0;78.0;0.0
2010-09-28;Sensus;79.4;78.3;1.1
2010-10-08;Datafolha;78.0;80.3;-2.3
2010-10-15;Datafolha;81.0;80.4;0.6
2010-10-21;Datafolha;82.0;80.3;1.7
2010-10-26;Datafolha;83.0;80.3;2.7
2010-11-19;Datafolha;83.0;81.1;1.9
2010-12-27;Sensus;83.4;82.4;1.0
2011-03-16;Datafolha;47.0;50.1;-3.1
2011-03-23;Ibope;56.0;50.5;5.5
2011-06-10;Datafolha;49.0;47.5;1.5
2011-07-31;Ibope;48.0;49.4;-1.4
2011-08-04;Datafolha;48.0;48.8;-0.8
2011-08-12;CNT;49.2;49.7;-0.5
2011-08-12;Sensus;49.2;49.2;0.0
2011-09-20;Ibope;51.0;52.4;-1.4
2011-12-05;Ibope;56.0;55.5;0.5
2012-01-19;Datafolha;59.0;56.1;2.9
2012-03-19;Ibope;56.0;57.5;-1.5
2012-04-19;Datafolha;64.0;59.0;5.0
2012-06-19;Ibope;59.0;59.5;-0.5
2012-07-26;MDA;56.6;58.4;-1.8
2012-08-09;Datafolha;62.0;59.4;2.6
2012-09-21;Ibope;62.0;58.9;3.1
2012-12-09;Ibope;62.0;60.5;1.5
2012-12-13;Datafolha;62.0;60.0;2.0
2013-03-11;Ibope;63.0;58.0;5.0
2013-03-21;Datafolha;65.0;57.4;7.6
2013-06-05;MDA;54.2;49.0;5.2
2013-06-07;Datafolha;57.0;48.6;8.4
2013-06-11;Ibope;55.0;49.0;6.0
2013-06-28;Datafolha;30.0;48.6;-18.6
2013-07-10;MDA;31.3;39.4;-8.1
2013-07-12;Ibope;31.0;39.4;-8.4
2013-08-09;Datafolha;36.0;36.9;-0.9
2013-09-04;MDA;38.1;38.7;-0.6
2013-09-17;Ibope;37.0;38.7;-1.7
2013-10-11;Datafolha;38.0;38.4;-0.4
2013-11-04;MDA;39.0;40.2;-1.2
2013-11-29;Datafolha;41.0;39.8;1.2
2013-12-02;Ibope;43.0;40.3;2.7
2014-02-14;MDA;36.4;38.6;-2.2
2014-02-20;Datafolha;41.0;38.1;2.9
2014-03-17;Ibope;36.0;36.8;-0.8
2014-04-03;Datafolha;36.0;34.8;1.2
2014-04-14;Ibope;34.0;35.2;-1.2
2014-04-25;MDA;32.9;35.3;-2.4
2014-05-08;Datafolha;35.0;34.3;0.7
2014-05-19;Ibope;35.0;34.8;0.2
2014-06-05;Datafolha;33.0;32.0;1.0
2014-06-07;Ibope;31.0;32.3;-1.3
2014-06-15;Ibope;31.0;32.5;-1.5
2014-07-02;Datafolha;35.0;33.3;1.7
2014-07-16;Datafolha;32.0;33.3;-1.3
2014-07-21;Ibope;31.0;33.7;-2.7
2014-08-06;Ibope;32.0;35.0;-3.0
2014-08-12;MDA;33.2;35.0;-1.8
2014-08-15;Datafolha;38.0;34.6;3.4
2014-08-24;MDA;33.1;35.0;-1.9
2014-08-25;Ibope;34.0;35.0;-1.0
2014-08-29;Datafolha;35.0;34.6;0.4
2014-09-02;Ibope;36.0;37.5;-1.5
2014-09-03;Datafolha;36.0;37.0;-1.0
2014-09-04;Sensus;30.5;37.5;-7.0
2014-09-07;MDA;37.5;37.4;0.1
2014-09-08;Ibope;38.0;37.5;0.5
2014-09-09;Datafolha;36.0;36.9;-0.9
2014-09-15;Ibope;37.0;37.4;-0.4
2014-09-18;Datafolha;37.0;37.1;-0.1
2014-09-21;MDA;37.4;37.5;-0.1
2014-09-22;Ibope;39.0;37.4;1.6
2014-09-26;Datafolha;37.0;37.0;0.0
2014-09-28;MDA;41.0;37.4;3.6
2014-09-29;Ibope;38.0;37.5;0.5
2014-09-30;Datafolha;39.0;36.9;2.1
2014-10-01;Ibope;39.0;41.9;-2.9
2014-10-02;Datafolha;39.0;41.3;-2.3
2014-10-04;Ibope;40.0;41.8;-1.8
2014-10-08;Ibope;39.0;41.7;-2.7
2014-10-09;Datafolha;39.0;41.3;-2.3
2014-10-12;Ibope;43.0;41.8;1.2
2014-10-14;Ibope;43.0;41.9;1.1
2014-10-15;Datafolha;40.0;41.3;-1.3
2014-10-19;Vox Populi;43.0;37.1;5.9
2014-10-20;Datafolha;42.0;41.3;0.7
2014-10-23;Datafolha;44.0;41.3;2.7
2014-10-23;Ibope;45.0;41.8;3.2
2014-10-25;Datafolha;44.0;41.3;2.7
2014-12-03;Datafolha;42.0;39.9;2.1
2014-12-08;Ibope;40.0;40.4;-0.4
2019-01-10;IDEIA Big Data;50.0;47.2;2.8
2019-01-15;Ipespe;40.0;46.5;-6.5
2019-01-21;IDEIA Big Data;51.0;47.2;3.8
2019-01-30;IDEIA Big Data;50.0;47.2;2.8
2019-01-30;Ibope;49.0;45.9;3.1
2019-02-07;IDEIA Big Data;44.0;41.8;2.2
2019-02-10;Ipespe;40.0;41.3;-1.3
2019-02-23;MDA;38.9;40.7;-1.8
2019-02-26;Ibope;39.0;40.7;-1.7
2019-02-27;IDEIA Big Data;41.0;41.9;-0.9
2019-03-01;Ipespe;37.0;36.0;1.0
2019-03-07;IDEIA Big Data;31.0;36.5;-5.5
2019-03-19;Real Time Big Data;39.0;37.2;1.8
2019-03-21;IDEIA Big Data;30.0;36.6;-6.6
2019-03-28;Atlas;36.1;32.5;3.6
2019-03-28;Ibope;34.0;35.3;-1.3
2019-03-31;Paraná;45.8;40.6;5.2
2019-04-01;Ipespe;35.0;35.4;-0.4
2019-04-03;Datafolha;32.0;34.3;-2.3
2019-04-04;IDEIA Big Data;28.0;35.8;-7.8
2019-04-18;IDEIA Big Data;29.0;35.8;-6.8
2019-04-25;Vox Populi;26.0;30.4;-4.4
2019-04-28;Ibope;35.0;34.8;0.2
2019-04-30;Atlas;30.5;32.0;-1.5
2019-04-30;Instituto FSB;59.0;37.5;21.5
2019-05-02;IDEIA Big Data;33.0;34.4;-1.4
2019-05-02;Ipespe;36.0;33.8;2.2
2019-05-16;IDEIA Big Data;34.0;34.3;-0.3
2019-05-29;Atlas;28.6;30.5;-1.9
2019-05-30;IDEIA Big Data;36.0;34.4;1.6
2019-06-01;Ipespe;34.0;34.7;-0.7
2019-06-15;Ibpad;40.1;36.0;4.1
2019-06-26;Ibope;32.0;34.1;-2.1
2019-06-27;IDEIA Big Data;35.0;35.2;-0.2
2019-06-30;Atlas;30.4;31.4;-1.0
2019-07-01;Ipespe;34.0;34.7;-0.7
2019-07-11;IDEIA Big Data;35.0;35.4;-0.4
2019-07-25;IDEIA Big Data;34.0;35.2;-1.2
2019-07-25;Paraná;42.0;39.4;2.6
2019-07-27;Datafolha;33.0;33.8;-0.8
2019-07-29;Atlas;31.0;31.5;-0.5
2019-08-01;Ibpad;38.4;34.7;3.7
2019-08-02;Ipespe;33.0;33.2;-0.2
2019-08-08;IDEIA Big Data;34.0;33.7;0.3
2019-08-18;Instituto FSB;30.0;35.3;-5.3
2019-08-21;Ranking Brasil;44.4;36.4;8.0
2019-08-22;IDEIA Big Data;35.0;33.8;1.2
2019-08-25;MDA;29.4;32.6;-3.2
2019-08-26;Vox Populi;23.0;28.5;-5.5
2019-08-30;Datafolha;29.0;32.2;-3.2
2019-08-31;Ibpad;36.8;34.7;2.1
2019-09-01;Ipespe;30.0;33.7;-3.7
2019-09-05;IDEIA Big Data;29.0;34.3;-5.3
2019-09-19;IDEIA Big Data;36.0;34.3;1.7
2019-09-22;Ibope;31.0;33.0;-2.0
2019-09-23;Orbis;51.1;38.6;12.5
2019-09-27;Ibpad;35.2;35.1;0.1
2019-10-03;IDEIA Big Data;34.0;33.4;0.6
2019-10-07;Instituto Methodus;31.0;32.5;-1.5
2019-10-11;Ipespe;33.0;32.9;0.1
2019-10-14;Instituto FSB;33.0;35.0;-2.0
2019-10-15;Paraná;37.1;37.4;-0.3
2019-10-17;IDEIA Big Data;31.0;33.4;-2.4
2019-10-31;IDEIA Big Data;35.0;33.4;1.6
2019-11-01;Ibpad;30.9;34.2;-3.3
2019-11-08;Ipespe;35.0;33.0;2.0
2019-11-11;Atlas;27.4;29.7;-2.3
2019-11-14;IDEIA Big Data;40.0;33.3;6.7
2019-11-15;Quaest;26.0;28.5;-2.5
2019-11-16;INCT/IDDC;25.0;30.3;-5.3
2019-11-28;IDEIA Big Data;37.0;33.4;3.6
2019-12-02;Instituto FSB;31.0;34.7;-3.7
2019-12-06;Datafolha;30.0;31.6;-1.6
2019-12-08;Ibope;29.0;32.1;-3.1
2019-12-08;Ibpad;30.7;34.0;-3.3
2019-12-12;IDEIA Big Data;34.0;33.1;0.9
2019-12-15;Quaest;29.0;28.2;0.8
2019-12-15;Vox Populi;22.0;27.8;-5.8
2019-12-20;Paraná;49.3;37.1;12.2
2019-12-26;IDEIA Big Data;36.0;33.0;3.0
2020-01-09;IDEIA Big Data;38.0;35.0;3.0
2020-01-15;Ipespe;32.0;34.3;-2.3
2020-01-18;MDA;34.5;33.7;0.8
2020-01-23;IDEIA Big Data;30.0;35.0;-5.0
2020-01-30;Ranking Brasil;43.2;37.6;5.6
2020-02-01;Ibpad;34.3;35.4;-1.1
2020-02-06;IDEIA Big Data;39.0;34.4;4.6
2020-02-09;Atlas;29.4;30.7;-1.3
2020-02-10;Instituto FSB;36.0;36.2;-0.2
2020-02-13;IDEIA Big Data;39.0;34.6;4.4
2020-02-18;Ipespe;34.0;34.0;0.0
2020-02-20;IDEIA Big Data;37.0;34.5;2.5
2020-03-05;IDEIA Big Data;39.0;34.3;4.7
2020-03-05;Quaest;30.0;29.2;0.8
2020-03-18;Atlas;25.6;30.4;-4.8
2020-03-18;Ipespe;30.0;33.6;-3.6
2020-03-19;IDEIA Big Data;37.0;34.2;2.8
2020-03-19;Instituto FSB;36.0;35.7;0.3
2020-03-24;Ranking Brasil;43.2;37.0;6.2
2020-03-25;IDEIA Big Data;34.0;34.3;-0.3
2020-03-25;Quaest;28.0;29.2;-1.2
2020-03-27;Instituto FSB;32.0;35.8;-3.8
2020-04-01;IDEIA Big Data;32.0;30.6;1.4
2020-04-01;Ipespe;28.0;30.1;-2.1
2020-04-05;Quaest;31.0;26.0;5.0
2020-04-05;Ranking Brasil;30.2;33.4;-3.2
2020-04-08;IDEIA Big Data;34.0;30.7;3.3
2020-04-15;Ipespe;30.0;30.2;-0.2
2020-04-15;PoderData;36.0;31.8;4.2
2020-04-15;Vox Populi;35.0;30.9;4.1
2020-04-22;Ipespe;31.0;30.2;0.8
2020-04-24;Ipespe;31.0;30.1;0.9
2020-04-26;Atlas;20.8;27.1;-6.3
2020-04-26;Quaest;20.0;26.0;-6.0
2020-04-27;Datafolha;33.0;31.8;1.2
2020-04-29;Paraná;31.8;34.6;-2.8
2020-04-29;PoderData;29.0;31.9;-2.9
2020-04-30;IDEIA Big Data;28.0;30.7;-2.7
2020-04-30;Ipespe;27.0;30.0;-3.0
2020-04-30;Renascença;31.0;30.6;0.4
2020-05-02;Ranking Brasil;29.8;30.9;-1.1
2020-05-04;Instituto FSB;28.0;29.8;-1.8
2020-05-07;IDEIA Big Data;27.0;28.4;-1.4
2020-05-10;MDA;32.0;29.4;2.6
2020-05-13;PoderData;30.0;29.6;0.4
2020-05-14;IDEIA Big Data;25.0;28.4;-3.4
2020-05-17;Offerwise;32.0;29.5;2.5
2020-05-19;Ipespe;25.0;27.9;-2.9
2020-05-21;Atlas;23.0;25.1;-2.1
2020-05-21;IDEIA Big Data;24.0;28.4;-4.4
2020-05-22;Orbis;29.8;32.4;-2.6
2020-05-24;Datafolha;32.0;29.6;2.4
2020-05-25;Paraná;40.0;32.1;7.9
2020-05-26;Datafolha;33.0;29.5;3.5
2020-05-26;Ranking Brasil;26.3;31.0;-4.7
2020-05-27;Ipespe;26.0;28.0;-2.0
2020-05-27;PoderData;28.0;29.6;-1.6
2020-06-04;IDEIA Big Data;25.0;28.3;-3.3
2020-06-05;INCT/IDDC;24.2;27.0;-2.8
2020-06-05;Orbis;31.1;32.3;-1.2
2020-06-10;PoderData;28.0;29.5;-1.5
2020-06-11;Ipespe;28.0;27.9;0.1
2020-06-13;Offerwise;35.1;29.4;5.7
2020-06-15;Vox Populi;31.0;28.7;2.3
2020-06-17;Quaest;21.0;23.9;-2.9
2020-06-24;PoderData;29.0;29.5;-0.5
2020-06-25;IDEIA Big Data;29.0;28.3;0.7
2020-06-30;Atlas;25.0;25.0;0.0
2020-07-08;PoderData;29.0;31.1;-2.1
2020-07-10;IDEIA Big Data;30.0;30.0;0.0
2020-07-15;Ipespe;30.0;29.4;0.6
2020-07-17;Offerwise;33.7;30.9;2.8
2020-07-21;Paraná;34.3;33.6;0.7
2020-07-22;PoderData;30.0;31.1;-1.1
